id,name,screen_name,default_profile_image,statuses_count,followers_count,friends_count,protected,name_length,follower_ratio,is_fake
140356430,RAJ-AT ,RajatTheKhiladi,0,28280,970,253,0,7,3.8188976377952755,0
260192279,Saezen112,RamFLX,0,2208,73,228,0,9,0.31877729257641924,0
377770205,Juan Deep,RamosXO,0,16600,15936,2786,0,9,5.717976318622174,0
465119611,Complex Carbohydrate,RancidPotato,0,75164,1274,1085,0,20,1.1731123388581952,0
3007221672,R|&|Z Designs,RandZDesign,0,12,2,11,0,13,0.16666666666666666,0
215777333,Randa,Randa4Z,0,15262,481,687,0,5,0.6991279069767442,0
571771309,Amayas G.,Random12multi,0,791,37,54,0,9,0.6727272727272727,0
832472995,The_Penultimate,RandyS0725,0,96569,1109,1977,0,15,0.5606673407482305,0
381435936,blue heart 525â,RaniRRKathNiel,0,6881,441,534,0,17,0.8242990654205608,0
490044117,Luke SkyWalker ,Raul_SVUV,0,18477,380,365,0,15,1.0382513661202186,0
119670279,Ashu ,RawAsh93,0,25281,48489,46310,0,5,1.047029863315411,0
701708133,Rayan,RayanWazir2013,0,283,29,81,0,5,0.35365853658536583,0
1079474076,razel kae grande â¥ ã,RazeLOVE,0,2308,139,322,1,24,0.43034055727554177,0
374686451,MarslÄ±,Razenuel,0,7654,347,67,0,7,5.102941176470588,0
497557514, papi. razi. ,RazielRazi,0,7688,197,206,0,13,0.9516908212560387,0
96352997,Rilwan Balogun,Real001,0,20853,541,477,0,14,1.1317991631799162,0
3045548305,Hershey Mae AbaÃ±o â,RealAccount07,0,52,46,240,0,22,0.1908713692946058,0
2492431176,you whigger,RealAfNigga,0,25595,277,188,0,11,1.4656084656084656,0
385121466,King Marley Santana,RealMarley_RV,0,21420,1081,680,0,19,1.5873715124816445,0
38433789,Naveed Raza,RealNaveed,0,26304,328,110,0,11,2.954954954954955,0
394990669,BasedOnATrueStory,Realjobandz,0,11901,3920,468,0,17,8.35820895522388,0
1279603333,Change Your Thinking,ReallCYT,0,9344,600,46,0,20,12.76595744680851,0
2887519809,El moderno Prometeo,Red33Star,0,834,70,88,0,19,0.7865168539325843,0
1897403821,Regina Diane Osborn,ReginatorX,0,676,248,855,0,19,0.2897196261682243,0
2969210974,Reid,ReidOliverEbook,1,7998,11,1,0,4,5.5,0
3071424482,ABEH,RelacionAbigail,0,549,551,811,0,4,0.6785714285714286,0
759715687,Momo,RenaBloody,0,81,21,118,0,4,0.17647058823529413,0
464841709,Rene Garcia,Reneg23_,0,5565,147,423,0,11,0.3466981132075472,0
24663107,Renee,Rennzl,0,14611,267,459,0,5,0.5804347826086956,0
1484793769,G. Renz,RenzGenova,0,8119,759,346,0,7,2.1873198847262247,0
43761179,Cindy Watson,RevCindyLee,0,8340,946,753,0,12,1.2546419098143236,0
103954508,Gabriel Reyes,ReyezG,0,14209,129,139,0,13,0.9214285714285714,0
2409687396,"s loves harry.,!",Rhythmix_Bizzle,0,34025,10640,10573,0,16,1.0062417249858142,0
224109135,âÑÎ¯ca_aÑÑÏyÏâ,RicciBobbi_,0,5440,165,260,0,23,0.632183908045977,0
429417419,Rich,RichyHME,0,27745,809,490,0,4,1.6476578411405296,0
574959037,Ricky ,RickyIKian,0,33118,1416,401,0,6,3.5223880597014925,0
2326631202,Nat the cat!,RickysVLine,0,77869,4941,420,0,12,11.736342042755345,0
472680358,åå¸ S14 åå¸,Rideb1kes,0,5907,483,244,0,17,1.9714285714285715,0
238594254,Rikki Johnson,Riiikkiii,0,6089,171,169,0,13,1.0058823529411764,0
1930770414,Michaela Rillera,RilleraMichaela,0,342,31,119,0,16,0.25833333333333336,0
338151653,Rob,glutenfreemeth,0,47459,1627,558,0,3,2.9105545617173525,0
2236789484,Robin Bryant,RobinBryant80,0,15,19,152,0,12,0.12418300653594772,0
515162435,Robin Wright Denny,Robin_W_Denny,0,1760,243,393,0,18,0.616751269035533,0
3156622237,RoboDerp,RoboDerp,0,19061,243,241,0,8,1.0041322314049588,0
2944222850,R.âï¸,robreeezy,0,10963,1050,348,0,8,3.008595988538682,0
549416195,jordyn marz,RocTheBoat,0,6497,513,968,0,11,0.5294117647058824,0
178165647,Candace Coroza,Rock_Candee,0,36118,780,470,0,14,1.6560509554140128,0
423893707,Lauren,RockyBluntz,0,13768,250,188,0,6,1.3227513227513228,0
107532977,Pat Rodgers,Rodge47,0,410,126,876,0,11,0.14367160775370583,0
35248593,Rodrigo,RodrigoQuirante,0,14869,1069,1009,0,7,1.0584158415841585,0
248514658,"Roel Sarmago, CFP",RoelSarmago,0,613,12307,2498,0,17,4.924769907963185,0
290925883,RogueEvents Ltd,RogueEventsTT,0,1373,148,318,0,15,0.46394984326018807,0
786095406,BBoy Katarungan,Roiibert_,0,24289,500,409,0,15,1.2195121951219512,0
2343128508,Tux,WetSeaIs,0,5850,608,262,0,3,2.311787072243346,0
163523407,ã½ï¸ijoTito,Romero_ES2,0,16833,664,419,0,13,1.5809523809523809,0
2726879335,remâ¨,RonamieP,0,2839,63,61,0,6,1.0161290322580645,0
159209237,~Gregâ,RooKooRarr,0,6900,204,1339,0,8,0.15223880597014924,0
338055297,Rook,Rook_Spears,0,2677,123,159,0,4,0.76875,0
413568215,Rosa,RosaaOlivera,0,2505,175,58,0,4,2.9661016949152543,0
703103822,Love â¤,Rose_Bud_Doll,0,54834,9642,2447,0,8,3.9387254901960786,0
259139318,ROSYROCKSTAR,RosyRockstar,0,46294,187,366,0,12,0.5095367847411444,0
2180236966,Roxanne,Roxaayyyyyy,0,8295,1738,1837,0,7,0.9455930359085963,0
602628071,roxie,Roxiee_Hooperxo,0,7924,531,263,0,5,2.0113636363636362,0
2388698077,anne,Roxxinee,0,3045,336,320,0,4,1.0467289719626167,0
46331521,#TrapMania #ODGang,RoyRy_,0,106773,2880,1049,0,18,2.742857142857143,0
15321243,RozWolfPR,RozWolfPR,0,1476,813,837,0,9,0.9701670644391408,0
441497987,Tom Haverford,Rub_Her_Toe,0,15121,298,276,0,13,1.075812274368231,0
2444804780,ÅÃ¼Å¡mÃ¥wÃ¥Ã± ÃÄ§Ã¥Ã±,RusmawanID,0,86520,6624,234,0,23,28.187234042553193,0
522769833,Russell Anthony Lyon,RussLyon2,0,1313,243,832,0,20,0.2917166866746699,0
22755015,B,Russel510,0,24831,1232,1040,0,1,1.1834774255523535,0
989957600,Rudy T,RuudyT,0,4229,2561,318,0,6,8.0282131661442,0
427733260,FeliBAE,RuvalcabaFelipe,0,7368,332,419,0,7,0.7904761904761904,0
3008312718,Ryan Spicy Wiener,RyanRamsahai69,0,1193,62,43,0,17,1.4090909090909092,0
489042575,ryan | vo,RyanTheFangirl,0,63492,1616,1196,0,9,1.3500417710944026,0
601689477,devin,RyleeVargas,0,6095,816,643,0,5,1.2670807453416149,0
2570158173,Ryuu ,Ryuuniichan,0,190,86,224,0,5,0.38222222222222224,0
2314131617,S. FL Storm Chasers,SFLSChasers,0,4711,530,586,0,19,0.9028960817717206,0
1735191102,KATgaroo,SHEOCOLATES,0,41569,1592,359,0,8,4.4222222222222225,0
513517863,who r u,SHllNEE,0,53506,658,82,0,7,7.927710843373494,0
293548550,Asia Draper,SKYiMakeitRAYN,0,33757,332,239,0,11,1.3833333333333333,0
138153345,Sandra R Phillips,SLRPhillips,0,10757,840,1433,0,17,0.5857740585774058,0
175730507,Stan,SPTriglav,0,2682,107,210,0,4,0.5071090047393365,0
420286278,Saadi_Paki,Saad_Mansoor1,0,5493,147,641,0,10,0.22897196261682243,0
1448024869,Isabelle Abelardo,SabAbelardoo,0,7356,1259,559,0,17,2.2482142857142855,0
369540172,Sergio Sabroso,SabrosoMr,0,12828,390,487,0,14,0.7991803278688525,0
28298712,Sachkia Barnes,SachkiaBarnes,0,5352,2834,2003,0,14,1.4141716566866267,0
2965356525,Sad Hostel,SadHostel,0,280,17,28,1,10,0.5862068965517241,0
741430021,Sailor Parson,SailorParson,0,1183,305,312,0,13,0.9744408945686901,0
2955939538,Saint Krieger,SaintKrieger,0,905,428,1293,0,13,0.33075734157650694,0
499737312,Omar,Sallamania,0,28920,679,319,0,4,2.121875,0
406826769,Sally Newcombe,SallyNewcombe,0,1023,202,353,0,14,0.5706214689265536,0
1486885212,Sal,ewwimasalmon,0,69272,740,626,0,3,1.1802232854864434,0
406814679,Salsabila Humaira,Salsabila_Hmr,0,3978,259,530,0,17,0.487758945386064,0
979778874,chava,SalvadorYah,0,44367,1136,382,0,5,2.966057441253264,0
626214967,Sam Kades,SamKades,0,9483,259,619,0,9,0.41774193548387095,0
82861813,Samuel J Thomas,SamThomas_169,0,5090,232,492,0,15,0.47058823529411764,0
548855295,Sam Meyer,Sam_A_Meyer,0,6287,481,470,0,9,1.0212314225053079,0
31485644,Mandy Ramone,SamhainKWC,0,22770,294,114,0,12,2.5565217391304347,0
783425629,sam,SamiiEli,0,50171,783,497,0,3,1.572289156626506,0
17749741,Jedi By Knight,Samit,0,36161,2044,1740,0,14,1.1740379092475588,0
2894287633,samz,SammyKingYo,0,2466,174,184,0,4,0.9405405405405406,0
258201974,SanSid,FCSanSid,0,20348,510,103,0,6,4.903846153846154,0
3044923343,San,SanTheSwiss,0,1778,108,127,0,3,0.84375,0
446546808,Ajde Nole {:-),SanjaSkipy,0,33917,2139,1279,0,14,1.67109375,0
1647981619,â¡ s a p e e r â¡,SapeerY,0,13224,881,547,0,19,1.6076642335766422,0
2990973880,Sara Cain,SaraECain,0,23036,2737,2919,0,9,0.9373287671232877,0
242850274,Sarah T,SarahTumelty,0,2218,275,297,0,7,0.9228187919463087,0
621379439,Sarah,Sarah_Pereyra,0,493,113,81,0,5,1.3780487804878048,0
206570295,saru ,Saruswathi12,0,3252,61,138,0,5,0.43884892086330934,0
2150667102,Sayaha_MissLeggings,SayahaCFSfight,0,4877,392,283,0,19,1.380281690140845,0
183511605,OZ,OmarSaeedZaki,0,19586,468,155,0,2,3.0,0
2854036705, Angela Marit ,Schirin_angela,0,574,112,211,1,14,0.5283018867924528,0
409477898,Scott Fenton,ScottFenton01,0,1855,160,278,0,12,0.5734767025089605,0
298816641,Scott Moles,ScottMoles,0,5,15,52,0,11,0.2830188679245283,0
333369123,yup,ScrotumParty,0,53679,435,357,0,3,1.2150837988826815,0
900906391,Colombian Mamba,Seabazzking707,0,1304,145,109,0,15,1.3181818181818181,0
3023729952,SeanyBoy,SeanyboyLim,0,956,96,266,0,8,0.3595505617977528,0
9605632,SeasonOfBytes,SeasonOfBytes,0,8641,393,985,0,13,0.39858012170385393,0
372589032,Jack Colero,SeekGoodLife,0,1015,76,52,0,11,1.4339622641509433,0
364271755,Ana,SelMissPickles,0,41546,3031,2485,0,3,1.2192276749798874,0
2324541288,Sergei Mooha,SergeiMMusic7,1,397,187,288,0,12,0.6470588235294118,0
1064224524,SÃ©rgio Coelho,SergioCoelho13,0,2559,210,416,0,14,0.5035971223021583,0
48460955,Serge.,SergioEspinalM,0,299,32,196,0,6,0.16243654822335024,0
2539215060,TheYukster,SetagayaGirl,0,9734,177,77,0,10,2.269230769230769,0
842433025,Setenza,Setenzas,0,1891,66,76,0,7,0.8571428571428571,0
83479877,MARTYR,Seth_Blatter,0,72807,555,419,0,6,1.3214285714285714,0
1916380340,Official GitGud Flag,SexVegeta,0,15934,54,48,0,20,1.1020408163265305,0
408114155,Rajesh Sandrapali ,SexandWallace,0,54485,304,307,0,18,0.987012987012987,0
2785051165,â¡Dixieâ¡Darling.XXXâ¡,SexxxyPixie,0,27859,919,1003,0,25,0.9153386454183267,0
464728189,Purple Kisses ,ShaSha868,0,3934,230,364,0,14,0.6301369863013698,0
323327904,Ø´ÙØ§Ø¡ Ø£Ø¹Ø¬Ø§Ø² â¹,ShafaOfficial,0,19820,744,132,0,23,5.593984962406015,0
99494968,Sharry Sanchez,Shaieyow,0,32217,387,948,0,14,0.4077976817702845,0
231225050,Shanna JarÃ¨a,ShanTheLioness,0,67024,771,301,0,13,2.552980132450331,0
74602378,Shana Phillips,ShanaJeann,0,3446,79,116,0,14,0.6752136752136753,0
17889654,Shannon Curtis,ShannonCurtis,0,11079,1276,337,0,14,3.775147928994083,0
275325886,âÎ¹â ÑÐ½Î±ÏÑÑ â°â¨.,Shardai__,0,17566,456,274,0,29,1.6581818181818182,0
1358444779,lexus girl,ShaudiKhalilian,0,1606,261,235,0,10,1.1059322033898304,0
448568830,Mi$haun,Shaun_don23,0,21426,1253,1137,0,7,1.101054481546573,0
36234951,Patti Mayo,ShawDaddy_,0,74500,633,451,0,10,1.4004424778761062,0
101782663,Shawn Douglas,ShawnDouglas624,0,130,10,20,0,13,0.47619047619047616,0
22437649,Shaina Ross,Shay1990,0,6923,1884,2069,0,11,0.9101449275362319,0
2783924411,Sohail Mumtaz ,SheffMuslimComm,0,3786,102,316,0,14,0.3217665615141956,0
2711204644,Sheikh Adnan,SheikhAdnan2014,0,8638,344,28,0,12,11.862068965517242,0
631835073,Shelby Alene,ShelbyMorris64,0,753,443,308,0,12,1.4336569579288025,0
2162414595,Lil Shelb,Shellbe410berry,0,3733,621,437,0,9,1.417808219178082,0
409624188,Shelley Webb,ShelleyWebbCSO,0,15148,5819,5899,0,12,0.986271186440678,0
16957615,Shelley Webb,ShelleyWebbRN,0,28583,13095,7672,0,12,1.7066336504626614,0
372841412,â¡ ,Sherinboice_,0,39940,372,289,0,4,1.282758620689655,0
329285009,sherryl mason,SherrylMason,0,2289,280,327,0,13,0.8536585365853658,0
355830456,Sherwyn O'Brien,Sherwynj,0,4272,122,215,0,15,0.5648148148148148,0
535959372,leektaughtYOUâ¨,Shes_A1_,0,10740,640,533,0,16,1.198501872659176,0
126253754,Gaz,Shibuidesu,0,8095,843,622,0,3,1.3531300160513644,0
2546760463,$hÂ¡V@,Shiva_Gusain,0,381,27,40,1,6,0.6585365853658537,0
1202825384,#R5tonewzealand,ShorsbabeR5,0,7824,252,712,0,15,0.3534361851332398,0
233032914,Patrick,Shuck1e,0,25013,82,249,0,7,0.328,0
17078096,Sickniq,Sickniq,0,3556,852,1754,0,7,0.48547008547008547,0
379972176,Sierra Allena,SierraAllena,0,9812,324,199,0,13,1.62,0
18046941,Simon Long,SimonLong_,0,13900,7184,1649,0,10,4.3539393939393936,0
1320794574,Sierra Reed,SimplxeSierra,0,813,113,252,0,11,0.44664031620553357,0
1241381473,Simon OCallaghan,SimsOCallaghan,0,1174,171,57,0,16,2.9482758620689653,0
865385304,Sisyphus,SisyphusIsHappy,0,3602,152,92,0,8,1.6344086021505377,0
349796717,Sarah Joy,Sjoy88,0,6652,221,122,0,9,1.7967479674796747,0
708675441,Sledger Don,Sledger_Don,0,13199,23604,4308,0,11,5.477837085170573,0
157900625,Bohemian Bree,Slim_Carey,0,78449,1097,632,0,13,1.7330173775671407,0
47291639,Slumberland Records,SlumberlandRecs,0,19669,9684,456,0,19,21.190371991247265,0
325407627,Ryan-kunâ¡ï¸,SmanginitRyan,0,55738,816,638,0,14,1.2769953051643192,0
122185782,Shelbie Lynn,SmileitsShelbie,0,10147,322,175,0,12,1.8295454545454546,0
1148751751,Lane Smithâ¾,Smith6Lane,0,8759,424,463,0,13,0.9137931034482759,0
164983683,SmokingSadhu,Smoking_Sadhu,0,8054,189,619,0,12,0.30483870967741933,0
152742559,Chris,Snaked_Lows,0,26220,162,258,0,5,0.6254826254826255,0
151969817,snappykyle X,SnappyKyle,0,304,192,156,0,12,1.2229299363057324,0
3014424879,Kat-Waldorf,SnoCoke_KtW,0,4535,263,91,0,11,2.858695652173913,0
364275391,Jan Foged MÃ¸ller,SnowSniffinEski,0,378,26,180,0,17,0.143646408839779,0
300442252,Erika,SoCalErix,0,29074,313,177,0,5,1.7584269662921348,0
48928145,Cassandra Lee Morris,SoCassandra,0,5527,3747,868,0,20,4.311852704257768,0
69023395,...,SoberS0ul,0,128568,2431,1652,0,3,1.470659407138536,0
360135769,VROOMVROOM,SoftTech_3,0,44397,1340,1725,0,10,0.776361529548088,0
545443019,Jada Banks-Mace,SomiahBlue,0,276,234,137,0,15,1.6956521739130435,0
382091413,Austin Dubsky,Son_of_Darren,0,8263,723,836,0,13,0.8637992831541219,0
952729381,sriracha,SoniaaaBruhh,0,35802,480,369,0,8,1.2972972972972974,0
1419791899,Nathan,SoonerUT,0,16377,812,376,0,6,2.1538461538461537,0
609710517,Jerry,SooperJerry,0,7102,2077,197,0,5,10.48989898989899,0
116356889,Oxomiya Jiyori,SouleFacts,0,82541,18255,17,0,14,1014.1666666666666,0
2905689080,SOUMISREE,Soumisreechowd1,0,9292,553,359,0,9,1.5361111111111112,0
27611640,Sourav Ghosh,Sourav_Ghosh,0,523,120,137,0,12,0.8695652173913043,0
3035191778,Kyro Cypher (Dzn),KyroCypher,0,376,257,276,0,17,0.927797833935018,0
105194117,zayn ily,SpinTheHarryS,0,66011,6737,1681,0,8,4.005350772889417,0
2420671208,KCrossover,SpiritualKorra,0,32284,1638,661,0,10,2.474320241691843,0
2218471903,Frizzy,SquadBurgers,0,13217,286,161,0,6,1.7654320987654322,0
588325943,Squarology,Squarology,0,784,430,1,0,10,215.0,0
164380206,Stacy Schlyer,StacySews,0,18273,1227,871,0,13,1.4071100917431192,0
373078372,Stacy Vance,StacyV200,0,28548,1800,1950,0,11,0.9226037929267042,0
26022358,Starina Johnson,StarinaJohnson,0,19582,1108,998,0,15,1.1091091091091092,0
505119515,Stevo,StevoBernish,0,557,20,239,0,5,0.08333333333333333,0
2556806512,Veronica Stewart,StewartLittle59,0,3493,308,649,0,16,0.47384615384615386,0
1021644026,Josh,Str8outdaforest,0,5589,88,131,0,4,0.6666666666666666,0
23749423,Stroopdoos,Stroopdoos,0,47098,1226,597,0,10,2.0501672240802677,0
175048691,Stu,StuGotti_2381,0,36701,597,1202,0,3,0.49625935162094764,0
157959714,RODGERS OUT NOW,PhillipeIsBae,0,44603,768,1557,0,15,0.49293966623876767,0
19759124,Capital K,Styla73,0,143045,879,640,0,9,1.3712948517940717,0
209439268,Tea Leaves,Sub_Strata,0,38257,1045,1588,0,10,0.65764631843927,0
505959713,Subhas Malik,SubhasMalik,0,4252,295,427,0,12,0.6892523364485982,0
474784082, Sudipta Ghosh,Sudipta_Rupu,0,8172,133,109,0,14,1.209090909090909,0
2903105255,BadTexterGoodSexâ¢,SugarDick2,0,3263,749,733,0,19,1.0204359673024523,0
93499764,FrÃ©dÃ©ric Champ,Sugarw4ter,0,231,34,219,0,16,0.15454545454545454,0
2292961440,Muskan Saluja,Sukhpre01869330,0,865,155,868,0,13,0.17836593785960875,0
1098069500,Bud,SunBernn,0,3072,316,276,0,3,1.1407942238267148,0
364732824,Marjorie ablao,SuperJorielf1,0,4905,116,275,0,14,0.42028985507246375,0
382624095,Tum Ho â¤,SuperSRKian,0,32341,857,130,0,10,6.541984732824427,0
323645838,â­Katrina Pamela â­,Superkatrinapam,0,1305,36,213,0,21,0.16822429906542055,0
583341504,Chef Kurry,Supreme_JEEZUS,0,15364,337,355,0,10,0.9466292134831461,0
485265056,Susan Spurgeon,SusanSpurgeon1,0,22314,4476,4845,0,14,0.9236483697895171,0
2577885343,Gucci Terintino,SwagDaddyBass,0,13155,3153,167,0,15,18.767857142857142,0
2462247966, ã£â,ImLowkeyLilB,0,16747,330,312,0,7,1.0543130990415335,0
155097464,Anjumâ¢,SyedGerdezi,0,22435,1753,789,0,8,2.2189873417721517,0
1093647505,axel core,SynAxl,0,12565,2565,226,0,9,11.299559471365638,0
382277476,Anya Mashaney,TAG_Anya,0,7801,765,975,0,13,0.7838114754098361,0
21026345,AdsVic,THEAdamVickery,0,18656,200,78,0,6,2.5316455696202533,0
702032586,Kamen Whiner,TURBO_VIRGIN_01,0,17269,219,332,0,12,0.6576576576576577,0
1540042063,TY_æ®æ,TY_TsanYue,0,540,18,33,0,9,0.5294117647058824,0
435525360,Tae Dooley,TaeDooley,0,11845,1123,1115,0,10,1.0062724014336917,0
25965427,Tania,TaniaNZ,0,38242,448,350,0,5,1.2763532763532763,0
715713548,Tanmay Shekhawat,TanmayShekhawat,0,65927,2355,1904,0,16,1.236220472440945,0
465757438,Sâââ¥âÄ±Ä±ÊnuÉâ¥,TanukiiATLAS,0,1128,21,36,0,26,0.5675675675675675,0
362675330,Tara Malek,Tara_Jalali,0,410,49,117,0,10,0.4152542372881356,0
24164443,Tarrin McMayo,Tavets,0,44370,2295,592,0,13,3.8701517706576727,0
60811341,Taylor Sanchez,TaySanch,0,1047,135,159,0,14,0.84375,0
889621423,Tayler Vonderach,TaylerVonderach,0,4226,679,677,1,16,1.0014749262536873,0
2906440417,Tea,Tea_Muaiava,0,1267,77,94,1,3,0.8105263157894737,0
2995201671,bio diesel ,TedBund31017986,0,204,22,146,0,11,0.14965986394557823,0
2647632340,MAXCANTERBURY,Teixildort,0,457,49,47,0,13,1.0208333333333333,0
2782020204,KrizTine :),TenKriz,0,766,249,489,0,11,0.5081632653061224,0
537518144,Leah Philososinger  ,TeruLoliGum,0,42651,670,628,0,20,1.0651828298887123,0
153162975,Salvacion Clarita â,ThaThaTgurL,0,10008,253,359,0,21,0.7027777777777777,0
2365719643,Jack Worthington III,Thaa_Third,0,283,206,662,0,20,0.31070889894419307,0
556451163,Jose Leigh,itsjoseleigh,0,1116,777,296,0,10,2.6161616161616164,0
727779264,Kale,ThatRacingBitch,0,13009,367,245,0,4,1.491869918699187,0
568841497,B.J. ,ThatWhiteKidBj,0,3681,184,166,0,5,1.1017964071856288,0
311262395,Miguel ,That_KidMiguel,0,32374,333,192,0,7,1.7253886010362693,0
169476725,Duke of Burgershire,TheAhmedRaafat,0,55820,1930,1259,0,19,1.5317460317460319,0
2150448842,:-( ,TheAnkitDalal,0,3849,217,2001,0,4,0.10839160839160839,0
58134552,TheBlueEyedSon,TheBlueEyedSon,0,15890,973,1994,0,14,0.48771929824561405,0
587491046,DarkSkinBen,TheBrasshole,0,37856,376,327,0,11,1.146341463414634,0
725451396,Bellator SOLUS,TheBuckaroony,0,42719,118,202,0,14,0.5812807881773399,0
241348252,Ya Girl Court,TheDuckette_,0,6307,490,555,0,13,0.8812949640287769,0
1598985114,RED,TheEvanTan,0,44068,804,279,0,3,2.8714285714285714,0
1494933882,Michael | Exiled,TheExiledMiners,0,1814,221,78,0,16,2.7974683544303796,0
92855492,Adam Fullerton,TheFullerTron,0,6752,211,959,0,14,0.21979166666666666,0
27119540,James Malik,TheJamesMalik,0,68297,1229,284,0,11,4.312280701754386,0
355393230,Caesar Ish Augustus,TheKingIsh_,0,19652,1352,1003,0,19,1.346613545816733,0
482179475,The Legend,TheLegendPR,0,2323,158,152,0,10,1.0326797385620916,0
341409781,oel ram led nemrac,TheMeanFatGuy,0,41096,1342,1199,0,18,1.1183333333333334,0
42173055,Michael Ryan,TheMikeymikeXO,0,6904,46,118,0,12,0.3865546218487395,0
826579765,Spliced,TheMoltenMoon,0,18989,149,123,0,7,1.2016129032258065,0
2160196098,Rachel Dorado,TheQueenRatch,0,347,149,228,0,13,0.6506550218340611,0
136173007,Rashid Malik,TheRashooAwan,0,25123,881,1061,0,12,0.8295668549905838,0
438955880,Alejandro Montes,TheRealAlexMont,0,857,54,157,0,16,0.34177215189873417,0
792459126,Kyuubi16,TheRealKyuubi16,0,4707,761,1387,0,8,0.5482708933717579,0
150993495,Leo Jabroni,TheRealLeandros,0,26501,408,336,0,11,1.2106824925816024,0
973526449,Mumtaz Ali,TheRealMumtaz,0,1765,58,74,0,10,0.7733333333333333,0
3089696867,TheRearAce,TheRearAce,0,50,28,32,0,10,0.8484848484848485,0
2842348640,Rockhoney,TheRockhoney,0,12865,1504,1314,0,9,1.1437262357414448,0
398070178,Ruben Munoz,TheRubenMunoz,0,6146,662,1824,0,11,0.36273972602739724,0
253477677,TTT,Theatinggg,0,14052,1009,812,0,3,1.2410824108241083,0
493739792,Matt Fox,Themfox32,0,8153,705,580,0,8,1.2134251290877798,0
1102593332,Thomas Maitrejean,Thomas_MJM,0,562,41,128,0,17,0.3178294573643411,0
406332336,Mariano ZomeÃ±o,ThoroughbrSpain,0,1305,285,286,0,15,0.9930313588850174,0
2741318910,Heidi Fountain,ThoseLashes,0,633,39,71,0,14,0.5416666666666666,0
439704967,LEWV T-WILL,ThtPrettyDolfin,0,38625,1299,1164,0,11,1.1150214592274679,0
713267078,no surrender,Thunder17Road,0,797,59,90,0,12,0.6483516483516484,0
1098207530,Romello ,RoSmellow,0,5881,188,107,0,8,1.7407407407407407,0
1244458130,Ted,TiahnaEra,0,12228,254,333,0,3,0.7604790419161677,0
1929149538,Tianna Chantel,TiannaUyeno,0,5152,392,302,0,14,1.2937293729372936,0
71074298,Theyâ¤ï¸PrettyPee,TickleMyTwitt3r,0,27337,1045,106,0,19,9.766355140186915,0
1587171373,.@tiny,TiiNYY__,0,42806,529,132,0,6,3.9774436090225564,0
459937526,Tâ¨,Tiiiaarraa,0,16424,273,121,0,4,2.237704918032787,0
64254224,Abbie Jury,Tikorangi,0,22328,777,246,0,10,3.145748987854251,0
105158846,Time ,TimeTantay,0,40857,467,172,0,5,2.699421965317919,0
1573156616,Tiny Tibo,Tiny_Tibo,0,27105,22,9,0,9,2.2,0
1088449490,PLS CARTER â¤ï¸,xxhugmattxx,0,8261,1392,1977,0,17,0.7037411526794742,0
6834152,Tivon,Tivon,0,136700,2135,1799,0,5,1.1861111111111111,0
264744377,Jose,Tization,0,24797,265,214,0,4,1.2325581395348837,0
1855455756,Tyler Steven Migl,Tmigl21,0,3583,243,623,0,17,0.3894230769230769,0
21074492,Fox Russia,Tokyo_Mitch,0,5842,192,323,0,10,0.5925925925925926,0
324351388,Tom_aus_A,Tom_aus_A,0,476,18,235,0,9,0.07627118644067797,0
3006132699,Topos Br19 Sep,ToposBr19Sep,0,7717,16,25,0,14,0.6153846153846154,0
2825955758,Sam,paytonnerd,0,814,2924,1106,0,3,2.6413730803974707,0
619384294,Towela McMahon,Tow_Nao,0,53,126,366,0,14,0.34332425068119893,0
2861193773,Trabias Williams,TrabiasW14,0,2572,669,648,0,16,1.0308166409861326,0
303899090,Trae Anderson,Trae_Anderson,0,1362,301,500,0,13,0.6007984031936128,0
232804792,Blue Oak,TrainerBlue_bot,0,48108,658,941,0,8,0.6985138004246284,0
46751718,â Ø¬ÙØ³,Trapdollazmanny,0,27257,1299,1108,0,9,1.1713255184851217,0
237378862,Travis Teague,TravisTeague12,0,15764,545,623,0,13,0.8733974358974359,0
18441380,Kelly Williams,TreeBeerd,0,24759,1652,1487,0,14,1.1102150537634408,0
48213787,dezi,TrillButterfly,0,18521,568,449,0,4,1.2622222222222221,0
890089172,TX LALO,Trill_Life214,0,90237,1719,1243,0,7,1.3818327974276527,0
213809707,Jax Yorke-Westcott,TriniJax,0,28150,563,590,0,18,0.9526226734348562,0
2949608924,Please Harry Styles ,TrishaStyles5,0,2060,172,155,0,20,1.1025641025641026,0
864175890,âTJâ,Trisha_Ragojos,0,21794,2810,199,1,8,14.05,0
571446535,Troy Hammond â¢,TroyHammo,0,5840,1226,1183,0,16,1.035472972972973,0
470696070,troy ,TroySamlalsingh,0,17233,436,633,0,5,0.6876971608832808,0
345505380,Ronnie Truman,Trueman58,0,5425,432,147,0,13,2.918918918918919,0
88243642,Ajay Monk/Nextdoor,TrustfulJ,0,60296,23854,20017,0,18,1.1916275352183034,0
578716380,Trycealynn Cain,TrycealynnCain,0,1178,54,156,0,15,0.34394904458598724,0
617872589,Sherie,TuckerSherie,0,849,13,12,0,6,1.0,0
3067452169,Tunii Greyz ,Tuniiang,0,179,13,48,0,12,0.2653061224489796,0
2471671369,TutuskiBot,TutuskiBot,0,19086,48,19,0,10,2.4,0
81959485,Tracy J,TweetingTrace,0,1268,275,369,0,7,0.7432432432432432,0
2693860771,Jas,TwinWeasleys,0,6691,768,245,0,3,3.1219512195121952,0
